,passenger_count,distance_miles,hour,year,weekday,night,late_night
12657,3,0.4534427263775501,0,2010,4,0,1
12170,1,3.991300163690993,15,2015,5,0,0
2330,1,2.9135839824274106,20,2010,4,1,1
10188,1,3.985154972484427,5,2012,5,0,1
10727,1,0.7418235938161798,7,2013,0,0,0
9275,1,2.509782769906382,22,2009,4,0,1
11455,1,1.5746374160464975,23,2011,5,0,1
14592,2,0.7808056613412027,19,2010,4,1,0
13339,4,2.090898518267513,18,2010,6,0,0
11380,1,1.482472865549351,13,2011,1,0,0
7685,1,1.725747730299018,19,2011,5,0,0
9325,5,2.2148999426922247,18,2012,6,0,0
14853,1,3.090445381908999,8,2013,2,0,0
5934,1,1.6038205851691787,19,2009,3,1,0
5425,1,0.6966706985464215,9,2012,3,0,0
9032,5,0.8309372274112191,17,2009,5,0,0
8062,5,0.37944497688523293,17,2010,5,0,0
11261,1,0.6392580004333767,12,2009,4,0,0
8118,1,0.6095315078647378,19,2013,3,1,0
14123,1,0.49096396968370953,17,2015,3,1,0
13746,1,0.7852538235674645,22,2011,0,0,1
106,1,2.530326403420342,10,2010,0,0,0
10861,1,1.1275567024433213,3,2014,5,0,1
6799,1,1.0016912501525104,19,2012,6,0,0
6426,1,1.044219656444045,7,2009,0,0,0
188,6,3.72192278070436,15,2014,5,0,0
3056,2,1.146005817425489,2,2010,4,0,1
7566,1,1.2081173809673167,0,2009,4,0,1
8152,1,2.9093927908577886,22,2014,6,0,1
7331,2,2.7178181435877042,0,2009,6,0,1
9685,1,0.4988204010491436,11,2014,5,0,0
4010,1,1.646883646354943,19,2015,3,1,0
6168,5,2.539191142786319,23,2012,3,0,1
6062,1,0.8783315564882832,18,2013,2,1,0
13926,1,1.1972054892546418,15,2010,4,0,0
2989,1,4.617355673794951,11,2012,3,0,0
7600,2,4.302874415422394,1,2010,2,0,1
5862,2,1.6913654482766052,8,2010,4,0,0
12580,1,1.183100131589389,9,2013,1,0,0
4439,2,1.8466385490547406,17,2010,0,1,0
4121,5,0.7960978880599734,2,2011,4,0,1
7952,1,0.885709505339995,15,2011,3,0,0
1787,5,0.8571367304572571,8,2010,5,0,0
7442,1,3.2572187390964658,18,2012,2,1,0
614,1,0.8742736313873539,14,2009,5,0,0
6038,1,0.33729497954659954,22,2014,4,0,1
11295,1,1.304668668338625,7,2015,1,0,0
10912,1,0.5657864431622596,6,2014,1,0,1
431,1,1.5988354641770635,10,2013,3,0,0
4108,1,2.4122697080036923,9,2011,2,0,0
3185,1,2.24110892434588,7,2010,5,0,0
4009,1,0.8620181957153159,14,2015,2,0,0
14068,2,1.1662065553094307,19,2014,2,1,0
6423,1,2.5367153266040354,1,2010,1,0,1
13140,1,1.1991248418163694,6,2010,1,0,1
13964,1,0.6014738963053422,18,2014,2,1,0
10420,1,2.1991950003631184,11,2009,2,0,0
10159,1,1.244045922492184,13,2011,5,0,0
4369,1,2.9863310467072206,14,2012,1,0,0
6128,1,2.7392803392920455,17,2014,6,0,0
6284,1,2.4713926564634088,9,2011,2,0,0
9056,1,2.511679201746319,12,2011,1,0,0
12936,1,1.8267571814634573,12,2011,4,0,0
12305,1,2.2298521763126904,20,2011,2,1,1
9483,1,2.0250323620021238,18,2014,1,1,0
595,1,0.7449474263155054,14,2009,4,0,0
7328,2,1.6256840038467553,0,2011,5,0,1
10774,1,0.8388646069765158,17,2010,2,1,0
3260,1,1.783888474266993,1,2010,5,0,1
202,1,2.1808834427726516,11,2011,1,0,0
3681,1,3.153335034311917,20,2009,4,1,1
10378,1,0.5814051541159541,16,2009,0,1,0
5739,3,0.5336741707415857,10,2011,6,0,0
14728,1,0.6704798978797056,2,2010,1,0,1
6255,2,0.510847917019767,12,2012,0,0,0
12109,1,1.0668400284834698,8,2011,0,0,0
353,3,1.914827529006557,22,2010,6,0,1
13975,2,1.0599538740926886,20,2011,5,0,1
5446,1,2.0862779470791137,20,2013,3,1,1
3437,1,1.2444309001088434,19,2013,4,1,0
11475,1,4.204321960561822,0,2010,6,0,1
10921,1,3.884198766331518,10,2012,3,0,0
5080,2,1.2822672971343594,20,2014,2,1,1
4273,2,1.3682924323534686,1,2013,6,0,1
12446,2,3.0493048372058924,9,2011,1,0,0
10048,2,3.3118513227157607,20,2013,4,1,1
14491,1,1.4212519606683258,6,2011,4,0,1
2641,1,3.772689581628984,1,2011,2,0,1
14949,1,1.9883804351994392,23,2013,1,0,1
6581,1,0.5724889696822206,14,2015,2,0,0
14246,5,1.0080624146994586,21,2013,5,0,1
12944,1,6.557329376521859,3,2012,5,0,1
9199,2,0.22355439624681872,4,2010,2,0,1
12094,1,0.5775975270911972,21,2011,1,0,1
1043,1,1.1595097331831647,22,2012,2,0,1
10666,3,0.32304928626915635,22,2011,4,0,1
11601,1,1.8416280840839239,8,2012,6,0,0
1463,1,2.889263710232495,21,2014,0,0,1
8393,1,0.9385131958903187,13,2012,1,0,0
7853,5,0.885408959321403,8,2010,2,0,0
13462,1,0.4650118950064803,18,2015,1,1,0
1996,1,0.9717195738549569,22,2009,0,0,1
3616,1,0.3026923816668377,21,2014,3,0,1
4866,1,2.4540193434359265,16,2011,1,1,0
13858,2,1.2521791322167757,17,2014,0,1,0
3259,1,0.47646144572861177,7,2010,1,0,0
5292,3,1.3565168931913982,21,2009,5,0,1
327,1,3.093223245635462,21,2014,6,0,1
13386,3,2.0885241320190633,10,2013,6,0,0
2398,4,1.0778180672160702,18,2013,0,1,0
13608,1,2.9367911375438607,9,2014,5,0,0
12323,1,5.930541608019648,2,2011,2,0,1
7796,1,1.5956170711445563,13,2011,0,0,0
4536,1,1.3420804255675618,20,2009,2,1,1
12864,3,0.6946625944823143,17,2012,3,1,0
11202,1,0.27267571041098065,11,2012,6,0,0
5110,1,3.25401888273484,7,2012,3,0,0
14590,1,2.3287567922913666,12,2014,5,0,0
3341,1,1.794309270206088,19,2012,3,1,0
10183,1,0.5210869785750261,13,2010,3,0,0
10424,1,2.57259448753372,8,2013,4,0,0
11401,2,0.8068573228374024,17,2014,3,1,0
6525,1,0.3130264250480424,23,2011,3,0,1
6237,3,1.0550629047805402,10,2009,4,0,0
10907,1,0.35272431701225304,12,2010,2,0,0
7993,2,0.8090762515370814,0,2011,6,0,1
4202,1,1.4124763611748419,19,2013,0,1,0
5438,1,0.9437240196808057,14,2012,5,0,0
10438,1,2.361932264672283,23,2013,4,0,1
11050,1,0.8332893633165211,1,2010,0,0,1
11750,1,3.536549570421043,3,2010,4,0,1
7144,2,0.525260659394477,14,2010,0,0,0
9556,1,0.7432816001060252,22,2014,5,0,1
13626,4,2.1484337473675086,21,2011,6,0,1
11664,1,0.7248227787872326,13,2011,0,0,0
13890,2,6.103469432593084,20,2009,0,1,1
14121,1,3.2869065050026425,7,2011,2,0,0
7254,6,0.5043980573238847,20,2012,3,1,1
14767,2,2.9484988127176535,13,2011,1,0,0
292,1,1.2460102770233898,10,2009,0,0,0
13192,1,0.7876690088854831,6,2012,1,0,1
5832,3,0.6968934984809192,10,2012,4,0,0
9019,4,0.7721938201646918,17,2015,5,0,0
13315,1,0.7240042753904982,21,2009,6,0,1
5867,2,0.8037903879118412,20,2009,0,1,1
12865,1,2.174697185412952,5,2013,5,0,1
14033,1,1.478008908557278,13,2010,6,0,0
11804,2,1.5810687386957034,13,2013,4,0,0
2947,2,1.3980131945201202,21,2013,1,0,1
9239,1,0.5721551832700554,21,2013,0,0,1
588,1,2.6641745807517276,9,2012,2,0,0
12135,6,3.8961006387447177,9,2013,4,0,0
14290,3,1.4073715206159074,8,2010,2,0,0
393,1,0.44891695842475754,18,2010,3,1,0
9065,1,2.9639262429586766,3,2009,5,0,1
534,1,0.8320111417871566,23,2012,3,0,1
14388,1,0.9990541185712776,9,2014,4,0,0
50,1,1.5530027441419156,9,2011,1,0,0
987,1,1.292189547832606,19,2012,0,1,0
6797,6,0.6335097089181659,17,2014,5,0,0
11670,1,0.7291315954464205,8,2011,4,0,0
381,1,1.1207890653031538,13,2014,4,0,0
13553,5,0.46016912578838864,17,2011,5,0,0
9053,1,1.2757958163163148,10,2009,0,0,0
1078,1,0.7240939233669612,11,2012,2,0,0
1840,2,0.19100399528851092,12,2011,3,0,0
4399,1,0.2890195426667843,12,2014,5,0,0
6112,1,0.9323006865217817,12,2013,0,0,0
3804,1,0.6395486701173093,6,2012,0,0,1
7748,1,1.7663613008377717,13,2009,2,0,0
3911,1,0.5907525245297933,14,2011,2,0,0
12338,3,1.0130740856320612,16,2014,2,1,0
10273,1,0.9013680150234635,10,2013,4,0,0
12616,1,2.204040018758185,10,2013,6,0,0
2086,1,0.4541888950977005,11,2010,3,0,0
8616,1,2.918793551901342,11,2010,5,0,0
12002,1,0.74835989242411,13,2013,6,0,0
1869,1,1.1242927594496703,1,2015,6,0,1
11439,1,0.3377321802677132,16,2011,6,0,0
5619,3,1.3296284189802736,20,2009,2,1,1
9543,1,1.0445860157672744,1,2014,0,0,1
6241,2,0.4235975041190119,12,2010,1,0,0
3794,1,0.539111310734345,16,2010,4,1,0
13817,1,1.5858071129043714,18,2014,1,1,0
10347,1,2.296730463159891,0,2014,6,0,1
1016,2,3.429393195931901,1,2011,5,0,1
10694,2,2.4070442779815364,15,2015,4,0,0
13932,1,1.4802691328200153,17,2011,3,1,0
1726,5,0.934925583402008,19,2011,3,1,0
2103,4,1.2823547354978695,0,2011,6,0,1
9554,1,1.9367534443906123,23,2009,4,0,1
3491,5,0.9126046934177849,10,2013,0,0,0
2926,1,2.2158985895403864,19,2011,2,1,0
2773,4,0.8198953041463429,15,2012,5,0,0
1025,2,1.8179575919194257,10,2012,1,0,0
2183,2,2.2471474966040104,2,2009,0,0,1
983,1,1.201786539188508,10,2009,4,0,0
13250,1,1.1650614912011803,18,2014,4,1,0
5098,1,1.5789904175943417,8,2013,1,0,0
7562,1,1.7530333463340344,17,2014,2,1,0
7500,1,1.4034204141678865,19,2013,2,1,0
13354,1,1.5901395626202124,19,2009,4,1,0
6311,1,1.5075487391329456,22,2012,4,0,1
10918,3,0.8170621209263066,14,2010,5,0,0
8827,1,0.9235033422979727,22,2009,3,0,1
14909,1,0.75321397854215,17,2011,4,1,0
6931,1,2.2971718050702594,14,2013,3,0,0
878,1,0.424688517715231,21,2015,5,0,1
10787,1,0.5598497136196126,5,2011,5,0,1
12765,1,1.6786020558790247,17,2013,4,1,0
11551,1,1.427241558381492,21,2012,1,0,1
14677,2,3.7561817232549397,23,2011,0,0,1
3664,1,0.2047643925081547,16,2012,1,1,0
6519,4,3.1078629019757686,9,2009,6,0,0
1591,1,1.1989833844581903,15,2012,1,0,0
8384,2,1.1886065290466454,20,2012,6,0,1
6054,1,1.0890367091212216,22,2013,5,0,1
7609,1,0.5465223331843011,9,2014,3,0,0
1246,1,0.4332114920712681,13,2010,4,0,0
13057,1,0.7554872636406178,9,2012,4,0,0
8054,5,2.0024605234693382,8,2009,4,0,0
3573,1,2.1365508950647762,19,2012,4,1,0
5808,1,1.4755326345437059,18,2011,6,0,0
5982,1,0.7837630112757294,22,2012,1,0,1
3504,1,1.1401706474946647,7,2010,0,0,0
10658,1,0.5440330604394962,11,2009,5,0,0
11949,1,1.8639763312171942,3,2014,4,0,1
8970,2,1.3629986112156034,20,2011,2,1,1
8509,4,3.7173315571235244,17,2013,4,1,0
6784,1,1.3544380710237545,5,2010,0,0,1
9901,1,1.9232573425279977,23,2011,6,0,1
6771,1,0.8707854121898954,6,2011,1,0,1
12244,1,1.3707777211907521,17,2011,6,0,0
11862,1,1.5213965436603518,16,2014,1,1,0
1900,1,3.107494053239877,20,2009,0,1,1
14844,1,1.2041102976977929,9,2010,0,0,0
13509,1,1.8727312918517705,21,2013,1,0,1
13892,4,1.1218014238820853,16,2010,4,1,0
9868,3,0.40186290340772207,14,2009,3,0,0
11014,1,0.6242410221394424,19,2009,6,0,0
13785,1,1.2933050604677423,18,2014,4,1,0
8697,1,1.0355207389447476,22,2012,0,0,1
10086,1,0.8570740502910319,6,2010,4,0,1
7644,2,1.786857062016712,18,2012,2,1,0
10089,1,1.1540081333553205,18,2011,0,1,0
14863,1,2.4442471417810174,7,2009,5,0,0
4041,1,1.2432521954412623,22,2012,4,0,1
1867,2,1.8347322906184647,12,2010,0,0,0
4261,1,1.688554011568604,1,2009,2,0,1
1304,1,2.9334974691041076,9,2009,0,0,0
12152,1,0.9792112613600509,13,2011,1,0,0
3066,1,0.8719638495502364,21,2014,4,0,1
10288,1,1.2669879236064983,17,2015,3,1,0
13031,3,0.5629675294482847,21,2013,1,0,1
4266,5,1.819669452065137,20,2013,2,1,1
8759,1,6.284860404917839,16,2011,5,0,0
11919,1,4.861075438588523,7,2013,3,0,0
10320,1,1.8514574601882952,6,2012,4,0,1
13909,3,0.052189866741515926,3,2015,6,0,1
9470,1,0.8010894138038146,19,2010,2,1,0
10822,1,2.5781241936221924,21,2012,5,0,1
12536,1,0.49732171883902043,19,2014,3,1,0
6819,1,0.8072054558512807,15,2013,3,0,0
3113,1,1.236558104409576,2,2012,4,0,1
14783,1,0.5984497640442283,10,2014,0,0,0
1270,1,1.9264273095897038,21,2009,1,0,1
9617,2,0.5172421860423072,15,2012,4,0,0
5887,1,1.1439655763783576,8,2010,5,0,0
4122,1,2.220680183477889,21,2014,4,0,1
1322,1,1.0130818384376332,17,2011,6,0,0
9835,1,4.5107138393761135,23,2013,1,0,1
7945,1,0.36318121592544544,11,2014,6,0,0
9812,1,1.003434300407419,20,2011,1,1,1
2142,1,1.991391649162657,8,2014,3,0,0
11379,3,1.1098514923360483,17,2010,2,1,0
10103,1,1.0280781569839341,22,2013,1,0,1
7931,1,0.13886473114253503,4,2010,4,0,1
11909,1,1.6454179973924483,22,2013,5,0,1
310,1,1.104803976207306,9,2015,5,0,0
3438,1,1.0144045764015988,17,2014,6,0,0
9474,1,0.33604787303329875,16,2009,5,0,0
14301,5,0.6094003854932126,19,2009,4,1,0
14583,1,0.6552730925639675,18,2011,0,1,0
14681,3,1.3792279685992357,23,2014,4,0,1
9562,2,3.129233910386617,9,2011,3,0,0
4737,1,0.9577725560707925,19,2014,0,1,0
225,1,0.7338114182527878,11,2014,1,0,0
2882,5,1.8261841461597463,10,2010,0,0,0
12624,2,1.1615329571693624,15,2012,1,0,0
11561,1,2.8417654352334907,23,2013,4,0,1
4675,1,0.8269864105702043,12,2013,0,0,0
9411,5,0.4261966868428846,13,2011,1,0,0
4411,1,1.38637704089168,10,2011,0,0,0
3941,3,0.7221339589103308,21,2009,3,0,1
10593,1,0.5059261818031696,17,2011,2,1,0
131,1,3.3978332789261856,23,2014,4,0,1
6142,1,1.174110729304199,19,2013,2,1,0
8023,1,2.1266245064203475,20,2012,5,0,1
4332,2,0.6415770149956632,17,2013,1,1,0
9417,1,1.291230958814064,17,2010,0,1,0
9514,1,0.6404796407425897,9,2012,2,0,0
11718,1,1.4468645078111035,17,2012,4,1,0
8298,1,2.374567696539635,17,2013,4,1,0
2528,1,0.6521185052199526,21,2011,0,0,1
9490,1,0.39837997022298544,15,2013,2,0,0
12578,1,1.1214033187493313,22,2010,6,0,1
8099,1,0.8734870512444296,15,2010,0,0,0
7075,2,0.7297309647803611,22,2011,4,0,1
5718,1,0.5810492463760483,11,2010,5,0,0
5754,1,2.4900283578466054,4,2009,2,0,1
13818,1,1.4897352215608117,14,2015,0,0,0
12209,1,0.27318286343140274,2,2015,1,0,1
5332,1,0.8494503042660666,7,2013,3,0,0
14275,1,1.223204155830833,18,2013,3,1,0
1503,1,1.315284745445645,19,2013,2,1,0
4694,4,0.6091126364684253,17,2012,5,0,0
11035,1,0.25834160844882015,21,2011,5,0,1
8358,1,0.9912596028338071,20,2012,0,1,1
11303,1,3.3178848825550578,22,2013,3,0,1
11574,1,1.0150986457562692,20,2009,5,0,1
3895,1,0.48916574371850635,8,2011,2,0,0
3123,5,1.8993548114110903,9,2012,2,0,0
11832,1,0.7061196378652632,20,2014,3,1,1
9551,2,0.5388645388337844,22,2012,0,0,1
4529,1,1.456312614483236,12,2011,5,0,0
2522,1,1.565672635448081,20,2012,5,0,1
11234,4,0.08409761122526828,20,2014,3,1,1
2494,1,1.2584040718959504,1,2010,4,0,1
1045,1,0.9939763541687777,6,2010,1,0,1
4650,1,0.8300651748808573,14,2012,0,0,0
7870,2,0.7642376407443486,18,2010,6,0,0
6480,1,1.0834719468237803,21,2012,5,0,1
8831,1,1.0271941257140422,10,2010,4,0,0
11063,1,3.487750206370117,9,2013,1,0,0
6631,5,1.214255305407087,8,2015,1,0,0
5702,1,0.8246465034090271,4,2013,5,0,1
2428,2,3.3213636490772234,16,2013,4,1,0
684,1,3.228991128222625,12,2012,1,0,0
1157,2,1.3535216749253094,14,2015,1,0,0
9448,1,0.44781556498871905,20,2013,6,0,1
4980,1,1.936978556761026,18,2014,1,1,0
6804,3,1.2154404205264426,22,2009,5,0,1
6399,3,0.28897167871758794,8,2015,4,0,0
7816,1,0.3703849440303451,4,2010,6,0,1
5087,2,1.036084259570837,19,2009,0,1,0
7890,3,1.1697622055134074,7,2014,1,0,0
8316,2,0.5565454642342189,19,2010,2,1,0
5547,5,1.2530147326412446,3,2009,5,0,1
1719,5,0.30507534491226895,18,2012,1,1,0
331,3,0.3348296586829372,15,2009,4,0,0
11084,6,2.6497501950233286,18,2010,1,1,0
11855,1,0.42026154667829857,13,2009,3,0,0
13922,2,3.097928984082611,0,2011,6,0,1
13217,1,1.391713509604416,5,2009,2,0,1
12074,1,2.6755493334159013,10,2010,6,0,0
13447,1,1.177004207134545,14,2012,1,0,0
7724,1,2.358072920808493,15,2014,1,0,0
7907,1,1.5493474167648797,7,2014,3,0,0
6315,1,2.2353267291258545,7,2009,4,0,0
9441,1,5.118431841504769,11,2014,5,0,0
14559,1,1.4870109648510428,19,2013,1,1,0
13464,2,1.923376480333676,23,2012,5,0,1
10502,1,0.7528647786799053,20,2010,1,1,1
9690,1,1.6100657358183703,22,2009,2,0,1
13749,1,1.062552693774591,13,2009,2,0,0
451,2,0.05946770900884072,22,2010,3,0,1
11392,4,3.416569915679693,0,2014,6,0,1
14293,2,1.2947042324334606,22,2010,0,0,1
10024,1,1.8455679428946938,14,2009,3,0,0
10931,1,1.4182888130950206,7,2009,0,0,0
1271,1,1.2991119696345452,21,2011,3,0,1
2500,5,0.4408608361961793,15,2010,2,0,0
4363,1,1.11904070600772,17,2009,2,1,0
14093,1,1.1991880869842493,15,2011,3,0,0
10868,1,0.7175554187928322,14,2010,5,0,0
10454,1,5.524646022824811,20,2011,4,1,1
8492,1,1.2826753421113857,8,2012,2,0,0
11882,1,1.0689628937533184,10,2009,5,0,0
4700,1,0.966313069926634,12,2010,2,0,0
8047,2,3.048708812338046,19,2013,4,1,0
9175,1,1.3322566928094195,18,2015,2,1,0
1473,3,1.9392840734233097,13,2014,1,0,0
4908,1,0.9808477722006648,13,2011,2,0,0
5768,5,1.2788763614978307,10,2012,5,0,0
3967,1,1.6027859806151685,6,2012,4,0,1
8600,1,0.7168300375604821,18,2009,1,1,0
464,1,0.5899046902873375,1,2011,6,0,1
5395,2,2.107310406669435,20,2014,4,1,1
13035,1,1.3570150333032425,0,2009,2,0,1
8326,1,0.6789278336089715,21,2011,2,0,1
5655,5,0.7562215216559532,22,2013,5,0,1
7975,3,0.9881869217139772,8,2014,5,0,0
7084,3,3.683840505928235,14,2013,1,0,0
12043,1,2.861766983808955,22,2010,5,0,1
697,1,0.42212550964994633,8,2010,2,0,0
12679,1,0.6876245079930603,6,2013,0,0,1
9164,1,1.4053104909639773,21,2012,2,0,1
6386,2,2.961565540409789,20,2011,1,1,1
2354,1,1.187178436831523,2,2009,4,0,1
766,5,0.547173287891586,16,2010,6,0,0
3207,1,0.5748954602376182,10,2012,2,0,0
8739,5,1.315328714554919,2,2015,6,0,1
12453,1,1.9484724541375935,9,2014,1,0,0
3098,2,0.3325309426197157,11,2010,1,0,0
11608,1,0.49897166911303326,21,2009,1,0,1
1464,1,0.8295759727307263,13,2015,0,0,0
3562,2,0.4429654823692396,17,2011,2,1,0
9881,1,0.5149645569603502,11,2010,2,0,0
7567,1,1.9201013330384245,11,2013,6,0,0
11603,3,1.5475510877713112,19,2012,0,1,0
219,6,1.4580570682395104,11,2012,4,0,0
1392,1,0.8868350552800658,17,2012,0,1,0
10590,1,2.4344034005885815,16,2010,1,1,0
14693,1,0.699452800218982,23,2009,1,0,1
9677,1,1.345201803313328,13,2014,4,0,0
9115,2,0.6169112655225476,12,2010,4,0,0
11203,1,2.2968948985868054,20,2013,5,0,1
1438,1,0.8240235664766861,12,2010,2,0,0
10472,1,1.0811771101710426,19,2014,4,1,0
10818,1,1.9541414190529944,8,2010,2,0,0
3470,1,1.5871714847223157,18,2012,2,1,0
2235,2,1.8710766446500866,9,2013,2,0,0
12925,1,0.8108111102929371,18,2011,1,1,0
7721,1,6.079009154725637,14,2011,5,0,0
11226,1,1.851048888064423,17,2009,6,0,0
3796,2,2.1420005075811823,10,2015,6,0,0
14100,1,1.9465624903425984,13,2009,2,0,0
10514,1,1.888845974679283,18,2010,6,0,0
7792,1,1.5876745665575624,9,2015,4,0,0
10412,1,1.1179285425618846,0,2012,1,0,1
644,1,2.3085553012838935,19,2011,1,1,0
9473,1,1.101387115520505,5,2012,2,0,1
624,3,1.5672213986283767,17,2011,4,1,0
11605,1,3.4415906225342097,2,2012,6,0,1
8851,1,0.6732958598581718,23,2012,5,0,1
9339,1,1.5165120948141035,8,2010,1,0,0
1803,5,1.753148119005492,10,2015,1,0,0
5177,1,0.9119462136883631,22,2014,1,0,1
9561,1,0.782493401641123,2,2010,4,0,1
638,5,5.392679976154234,7,2010,3,0,0
458,2,0.6745772171035422,21,2010,5,0,1
7488,1,0.9884746609545313,23,2010,0,0,1
6397,1,0.7088527925227144,1,2013,1,0,1
13562,2,0.362503595079755,7,2011,6,0,0
1247,1,0.4470883538983369,13,2011,1,0,0
14164,1,0.8486397513741215,10,2014,3,0,0
13445,1,1.9620814630691679,9,2011,3,0,0
6174,1,0.566609461195683,13,2012,0,0,0
1217,6,2.2768342687384675,16,2012,5,0,0
12566,2,5.719626386580772,0,2012,3,0,1
7770,1,0.6606815666820883,22,2010,2,0,1
9388,1,0.660942859418684,18,2011,0,1,0
8121,2,2.275082789662563,19,2013,1,1,0
11586,1,1.0289040225227066,17,2014,1,1,0
5232,1,1.7533895772307648,23,2010,0,0,1
11701,1,0.968162174242151,15,2012,3,0,0
13843,5,0.7754700418193264,19,2010,3,1,0
6408,1,1.258165166515223,20,2010,2,1,1
14970,2,0.9114763318349957,20,2009,4,1,1
640,1,1.2332290581006797,17,2013,4,1,0
2067,1,2.7257611151934675,20,2013,0,1,1
4755,2,3.4219122360919925,21,2009,0,0,1
9522,1,1.661948602867651,14,2012,3,0,0
13233,1,0.8735382603935065,13,2012,6,0,0
11969,1,1.4122514939390003,22,2013,0,0,1
13635,1,3.4620484862495697,1,2010,5,0,1
2932,2,1.8386568594055175,22,2011,5,0,1
14500,1,2.5725161542596773,15,2014,4,0,0
4101,1,0.9477630804524994,22,2009,4,0,1
11558,1,1.114550692915261,9,2015,4,0,0
11684,1,2.462681507443969,14,2009,6,0,0
2245,5,0.7822829228494406,12,2009,5,0,0
14245,1,2.9529011040807105,18,2011,3,1,0
605,5,0.9409365540429853,11,2010,2,0,0
5099,1,1.643754690536828,14,2009,1,0,0
6979,2,0.8170306402312941,8,2011,5,0,0
1984,5,0.7868447297566366,23,2014,4,0,1
4807,1,1.1568293902295774,15,2009,1,0,0
6546,1,0.7341965189108095,18,2013,3,1,0
2473,1,2.0278451147675804,23,2012,4,0,1
11465,1,1.1520088432900881,15,2009,5,0,0
207,1,2.2559496114041835,8,2010,2,0,0
11168,1,0.9450687228931418,13,2014,1,0,0
11208,2,1.8419350069162863,11,2011,6,0,0
12992,2,0.3530192665537241,10,2009,3,0,0
14897,1,5.02985261292226,22,2012,3,0,1
1338,1,0.8047134895020444,12,2013,0,0,0
5948,4,0.7818582917409468,23,2010,3,0,1
10858,1,2.074581414480433,11,2012,3,0,0
9612,2,4.5754067825847455,14,2009,1,0,0
2040,1,0.9041963149125705,11,2010,5,0,0
4787,1,6.786099624175652,9,2013,1,0,0
2827,2,2.3979542542254633,14,2014,6,0,0
6081,1,0.6170220592966067,18,2011,2,1,0
7528,4,1.7134063617534643,23,2012,5,0,1
3870,2,2.6566416260078434,11,2009,0,0,0
3805,1,0.07278169700159236,13,2012,3,0,0
9873,1,0.427446701524729,17,2010,4,1,0
12411,1,1.5822784938661754,8,2011,2,0,0
10362,1,0.4315435331702381,13,2010,0,0,0
6603,1,5.763616493192081,7,2014,0,0,0
306,1,3.054269519754591,10,2014,3,0,0
7164,1,2.251155416474851,17,2009,4,1,0
6074,1,1.2283522472242723,12,2014,5,0,0
1782,2,0.4710072090910252,16,2011,5,0,0
432,1,1.1262267941053257,12,2014,4,0,0
14436,1,4.277737118217913,1,2012,3,0,1
7610,1,0.7888704113183109,19,2014,1,1,0
1123,1,0.76212960683416,19,2009,1,1,0
7278,2,1.0515048420382729,19,2009,5,0,0
14146,2,1.154758765669005,8,2013,2,0,0
1699,2,1.4594690179118266,8,2010,1,0,0
8752,1,2.148512778676003,20,2015,2,1,1
8437,5,1.6509762092895321,12,2010,3,0,0
6138,1,1.4751155353757734,11,2013,2,0,0
2213,1,2.1139420359477947,17,2014,3,1,0
9200,4,0.6247779834235043,19,2013,0,1,0
3243,1,1.7273059835165014,14,2009,3,0,0
9254,1,1.8370325063246071,8,2014,2,0,0
14261,2,1.0867380456394142,21,2009,4,0,1
7659,1,0.5305789613256287,11,2010,4,0,0
12533,4,0.2648191055959246,23,2011,4,0,1
2828,1,0.6573755530061226,7,2014,4,0,0
5467,1,3.196892937489635,8,2015,3,0,0
12210,1,0.5137839638698763,8,2009,4,0,0
6906,1,0.6359620039123527,19,2010,3,1,0
448,2,1.9375309793534528,13,2012,2,0,0
308,1,0.7434843211886283,1,2013,4,0,1
6497,1,0.08968583638733875,18,2012,3,1,0
12227,1,0.3614982824574794,6,2012,2,0,1
6069,1,1.8875205365666612,23,2010,5,0,1
6684,1,0.9177591030352658,9,2011,0,0,0
9645,1,4.0847307691342145,0,2013,5,0,1
287,3,1.1428988393305117,22,2014,4,0,1
14889,1,0.7287256112949063,1,2009,4,0,1
10467,2,0.6540783823040103,20,2014,5,0,1
3596,1,2.562516897064386,5,2010,1,0,1
336,4,0.44923246674804035,17,2010,1,1,0
12768,1,1.0345712272867098,15,2011,0,0,0
375,1,0.6621072575893807,16,2012,6,0,0
9408,1,0.7407083636667451,12,2014,6,0,0
13394,2,0.6628708948647097,19,2009,5,0,0
11680,1,0.830901667741635,7,2013,1,0,0
12746,2,0.7002631106216121,19,2011,2,1,0
3791,1,1.716617644474302,23,2009,4,0,1
13552,1,1.7386081614502422,23,2013,3,0,1
14570,1,0.8208037485356331,18,2009,4,1,0
13389,1,0.6995977360957574,12,2009,0,0,0
3931,1,1.741532524935788,20,2009,2,1,1
11570,1,0.6023634786718173,18,2011,4,1,0
11823,1,2.204072104044794,16,2011,5,0,0
12357,4,1.6639556014256944,22,2015,3,0,1
4629,1,0.6355672499625911,20,2013,2,1,1
10902,5,2.5249384352916406,20,2012,0,1,1
7393,2,1.248173089415375,22,2010,1,0,1
1256,1,0.6501176430134341,9,2014,0,0,0
13588,3,0.26785919027027694,1,2014,4,0,1
14839,1,0.2490920005900685,15,2010,3,0,0
11214,1,0.42677132103002596,14,2010,6,0,0
628,1,2.3496470239654057,22,2014,4,0,1
5523,2,3.3409782651983893,22,2015,2,0,1
8877,1,2.188482392446324,13,2014,0,0,0
10771,1,2.6747395507024767,22,2014,3,0,1
4450,5,0.9669100599563477,22,2009,6,0,1
6781,1,0.3526714755550946,18,2010,3,1,0
2584,5,5.432089915187388,3,2009,5,0,1
