,distance_miles,hour,year,weekday,night,late_night,jfk,ewr,lgr,Suffolk,Rockland,Dutchess,Orange,Putnam,airport,county1,county2
3692,5.421465759290713,4,2013,6,0,1,0,0,0,0,0,0,0,0,0,1,0
10647,12.954119104333323,6,2010,5,0,1,1,0,0,0,0,0,0,0,1,1,0
4487,59.55969433155986,7,2009,2,0,0,0,0,0,1,0,0,0,0,0,0,1
14534,12.37350274214808,8,2012,5,0,0,1,0,0,0,0,0,0,0,1,1,0
8105,15.342204289255909,2,2014,4,0,1,0,0,0,0,0,0,0,0,0,1,0
8532,6.668649622884361,1,2012,3,0,1,0,0,1,0,0,0,0,0,1,1,0
11864,3.540773352930957,1,2011,1,0,1,0,0,0,0,0,0,0,0,0,1,0
6239,13.27621312970583,6,2010,0,0,1,1,0,0,0,0,0,0,0,1,1,0
13795,5.364902836457275,10,2013,5,0,0,1,0,0,0,0,0,0,0,1,1,0
11328,13.175614878734061,13,2013,2,0,0,1,0,0,0,0,0,0,0,1,1,0
12364,13.263219704589869,18,2014,4,1,0,1,0,0,0,0,0,0,0,1,1,0
13703,3.7711614951573074,22,2010,0,0,1,0,0,0,0,0,0,0,0,0,1,0
6785,3.893636194015492,15,2012,3,0,0,0,0,1,0,0,0,0,0,1,1,0
10388,3.4442563231530543,16,2012,1,1,0,0,0,0,0,0,0,0,0,0,1,0
7026,12.468871814003004,18,2013,4,1,0,1,0,0,0,0,0,0,0,1,1,0
14312,6.0579733889707414,18,2015,4,1,0,0,0,1,0,0,0,0,0,1,1,0
8527,5.816635538387236,23,2014,6,0,1,0,0,1,0,0,0,0,0,1,1,0
4674,8.863211320748439,12,2012,2,0,0,0,0,1,0,0,0,0,0,1,1,0
7965,5.946598086133666,13,2009,4,0,0,0,0,1,0,0,0,0,0,1,1,0
4781,13.259420086154613,10,2011,0,0,0,1,0,0,0,0,0,0,0,1,1,0
14122,6.969685059021453,6,2013,2,0,1,0,0,1,0,0,0,0,0,1,1,0
9316,6.479118879925118,9,2011,0,0,0,0,0,1,0,0,0,0,0,1,1,0
1645,8.098730089165057,21,2013,6,0,1,1,0,0,0,0,0,0,0,1,1,0
12717,9.094645096489039,13,2011,3,0,0,0,0,0,0,0,0,0,0,0,1,0
2454,8.072881618793692,21,2009,4,0,1,0,0,0,0,0,0,0,0,0,1,0
6921,0.6510143582599008,17,2011,2,1,0,0,0,0,0,0,0,0,0,0,1,0
14457,0.884916120995976,2,2013,6,0,1,0,0,0,0,0,0,0,0,0,1,0
11779,5.8593250460894195,19,2010,0,1,0,0,0,1,0,0,0,0,0,1,1,0
251,2.678588620924985,21,2010,4,0,1,1,0,0,0,0,0,0,0,1,1,0
6295,3.173052762132693,18,2010,2,1,0,0,0,0,0,0,0,0,0,0,1,0
13707,2.4661379104875274,23,2013,5,0,1,0,0,0,0,0,0,0,0,0,1,0
10769,9.804704675828543,13,2014,0,0,0,1,0,1,0,0,0,0,0,1,1,0
13451,11.854403708700547,5,2012,0,0,1,1,0,0,0,0,0,0,0,1,1,0
10398,6.476253872517689,9,2014,1,0,0,0,0,1,0,0,0,0,0,1,1,0
11993,2.74229130356475,10,2011,4,0,0,0,0,0,0,0,0,0,0,0,1,0
8145,2.530387302257968,13,2013,4,0,0,0,0,1,0,0,0,0,0,1,1,0
11665,11.387336472011429,5,2013,0,0,1,1,0,0,0,0,0,0,0,1,1,0
6245,0.6198028654538478,12,2013,4,0,0,0,0,0,0,0,0,0,0,0,1,0
6972,11.841791208097414,6,2010,0,0,1,0,1,0,0,0,0,0,0,1,0,0
8313,13.043622700749115,14,2014,4,0,0,1,0,0,0,0,0,0,0,1,1,0
1445,7.7322645606690905,16,2012,1,1,0,0,0,1,0,0,0,0,0,1,1,0
7804,7.803199707251074,22,2013,3,0,1,0,0,0,0,0,0,0,0,0,1,0
318,0.16014456792998602,19,2014,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2635,8.461744787661056,18,2010,1,1,0,1,0,0,0,0,0,0,0,1,1,0
995,5.052908728611149,7,2011,5,0,0,0,0,1,0,0,0,0,0,1,1,0
10568,6.264899176269127,17,2012,4,1,0,0,0,1,0,0,0,0,0,1,1,0
10306,13.006195635489624,5,2012,3,0,1,1,0,0,0,0,0,0,0,1,1,0
8083,5.431260062324929,18,2011,3,1,0,0,0,1,0,0,0,0,0,1,1,0
7794,8.434880179738801,3,2010,6,0,1,0,0,0,0,0,0,0,0,0,1,0
1427,6.978425311309093,15,2014,5,0,0,0,0,1,0,0,0,0,0,1,1,0
11309,3.768056284045411,21,2011,0,0,1,0,0,0,0,0,0,0,0,0,1,0
4013,11.904183591925236,14,2009,2,0,0,0,1,0,0,0,0,0,0,1,0,0
12442,1.8780991770100948,8,2012,1,0,0,0,0,1,0,0,0,0,0,1,1,0
4789,11.389229211665972,0,2009,3,0,1,0,0,0,0,0,0,0,0,0,1,0
10286,3.2637710376229063,21,2013,1,0,1,0,0,1,0,0,0,0,0,1,1,0
7399,9.474787001271547,22,2013,6,0,1,1,0,0,0,0,0,0,0,1,1,0
13996,1.936772282181168,20,2009,4,1,1,0,0,0,0,0,0,0,0,0,1,0
1022,11.597693663572167,19,2009,5,0,0,0,0,0,0,0,0,0,0,0,1,0
13543,7.291747984148822,7,2013,4,0,0,0,0,1,0,0,0,0,0,1,1,0
3015,4.307869846401553,0,2014,5,0,1,0,0,0,0,0,0,0,0,0,1,0
13296,5.948286930093961,19,2015,6,0,0,0,0,0,0,0,0,0,0,0,1,0
8893,6.165205956434959,8,2015,0,0,0,0,0,1,0,0,0,0,0,1,1,0
3668,5.065326001956434,22,2015,6,0,1,0,0,0,0,0,0,0,0,0,1,0
7343,5.3399908738457,7,2013,5,0,0,0,0,1,0,0,0,0,0,1,1,0
5661,12.724496720662888,15,2012,5,0,0,1,0,0,0,0,0,0,0,1,1,0
1493,7.7001246349651264,14,2011,4,0,0,1,0,0,0,0,0,0,0,1,1,0
11595,12.931553638728674,8,2012,5,0,0,1,0,0,0,0,0,0,0,1,1,0
552,13.071186516082248,5,2012,2,0,1,1,0,0,0,0,0,0,0,1,1,0
3773,3.9143957470060755,20,2009,0,1,1,0,0,0,0,0,0,0,0,0,1,0
6835,5.619919005960338,18,2014,1,1,0,1,0,0,0,0,0,0,0,1,1,0
4472,5.000065006141844,4,2010,5,0,1,0,0,1,0,0,0,0,0,1,1,0
10428,7.960106401281076,16,2014,5,0,0,0,0,1,0,0,0,0,0,1,1,0
5638,9.347992218372093,13,2013,5,0,0,0,0,1,0,0,0,0,0,1,1,0
6521,12.87745672963699,12,2014,2,0,0,1,0,0,0,0,0,0,0,1,1,0
2445,5.043711491782804,5,2009,0,0,1,0,0,1,0,0,0,0,0,1,1,0
3927,11.820825521184778,11,2013,2,0,0,1,0,0,0,0,0,0,0,1,1,0
5431,6.600186792167007,15,2014,2,0,0,0,0,0,0,0,0,0,0,0,1,0
8736,7.141964954555139,17,2010,3,1,0,0,0,0,0,0,0,0,0,0,1,0
10050,3.404075656630732,3,2012,6,0,1,0,0,0,0,0,0,0,0,0,1,0
8165,7.757075901818814,22,2014,6,0,1,0,0,1,0,0,0,0,0,1,1,0
798,12.129461730972908,15,2012,6,0,0,1,0,0,0,0,0,0,0,1,1,0
9967,8.687565558917647,18,2012,3,1,0,0,0,1,0,0,0,0,0,1,1,0
812,6.110733257812437,18,2013,4,1,0,0,0,1,0,0,0,0,0,1,1,0
12056,5.299821124193315,16,2010,0,1,0,0,0,1,0,0,0,0,0,1,1,0
4974,8.069719196646753,15,2013,2,0,0,0,0,1,0,0,0,0,0,1,1,0
11285,7.855982613479754,3,2009,0,0,1,0,0,0,0,0,0,0,0,0,1,0
13506,9.802933707518166,22,2009,4,0,1,1,0,0,0,0,0,0,0,1,1,0
12803,4.7914698174222305,13,2014,2,0,0,0,0,1,0,0,0,0,0,1,1,0
12723,1.596004515869577,0,2012,2,0,1,0,0,0,0,0,0,0,0,0,1,0
4144,1.496614265064482,7,2009,4,0,0,0,0,0,0,0,0,0,0,0,1,0
2581,8.696815890281776,10,2010,0,0,0,0,0,1,0,0,0,0,0,1,1,0
6431,10.30424717248588,6,2013,0,0,1,0,0,0,0,0,0,0,0,0,1,0
449,12.884593987294993,13,2012,4,0,0,1,0,0,0,0,0,0,0,1,1,0
9669,13.208642731752827,7,2013,2,0,0,1,0,0,0,0,0,0,0,1,1,0
774,8.053971363009428,19,2012,3,1,0,0,0,1,0,0,0,0,0,1,1,0
13443,3.0584836005862095,23,2012,5,0,1,0,0,0,0,0,0,0,0,0,1,0
4648,13.958756853333115,20,2014,3,1,1,1,0,0,0,0,0,0,0,1,1,0
639,4.710218359838833,17,2011,2,1,0,0,0,1,0,0,0,0,0,1,1,0
10882,0.8352838575978294,2,2012,3,0,1,0,0,1,0,0,0,0,0,1,1,0
13962,11.528531817107826,14,2012,1,0,0,0,1,0,0,0,0,0,0,1,0,0
993,3.545318930832661,14,2015,4,0,0,1,0,0,0,0,0,0,0,1,1,0
4268,14.413748801945047,21,2009,3,0,1,1,0,0,0,0,0,0,0,1,1,0
4011,10.661558717054527,16,2009,3,1,0,0,1,0,0,0,0,0,0,1,0,0
670,4.9583206692035295,2,2012,6,0,1,0,0,0,0,0,0,0,0,0,1,0
3787,6.054799353629691,6,2015,1,0,1,0,0,1,0,0,0,0,0,1,1,0
13804,14.339548834652724,7,2014,5,0,0,1,0,0,0,0,0,0,0,1,1,0
4081,2.7704530925187965,2,2009,6,0,1,0,0,1,0,0,0,0,0,1,1,0
3107,6.873742195657296,14,2012,4,0,0,0,0,1,0,0,0,0,0,1,1,0
9778,5.9027432935151785,6,2014,4,0,1,0,0,0,0,0,0,0,0,0,1,0
9231,6.926817072908365,17,2013,1,1,0,0,0,1,0,0,0,0,0,1,1,0
4677,5.543707480298075,4,2010,0,0,1,0,0,1,0,0,0,0,0,1,1,0
9002,13.042358363318705,13,2009,3,0,0,1,0,0,0,0,0,0,0,1,1,0
4693,8.576232275580244,19,2013,3,1,0,0,0,1,0,0,0,0,0,1,1,0
0,0.6404870231407276,17,2009,0,1,0,0,0,0,0,0,0,0,0,0,1,0
927,12.96778657452343,9,2014,6,0,0,1,0,0,0,0,0,0,0,1,1,0
10370,4.217117109191578,14,2014,1,0,0,0,0,1,0,0,0,0,0,1,1,0
437,12.758340232707429,23,2014,0,0,1,1,0,0,0,0,0,0,0,1,1,0
11463,0.39064310722885065,20,2012,5,0,1,0,0,0,0,0,0,0,0,0,1,0
4039,9.580840975512462,20,2015,6,0,1,0,0,1,0,0,0,0,0,1,1,0
12942,6.332545791212476,10,2012,1,0,0,1,0,0,0,0,0,0,0,1,1,0
3368,12.249036279791754,13,2014,1,0,0,1,0,0,0,0,0,0,0,1,1,0
5399,5.535712985579683,21,2009,1,0,1,1,0,0,0,0,0,0,0,1,1,0
2135,7.428325949149643,3,2014,5,0,1,0,0,0,0,0,0,0,0,0,1,0
5341,13.272591730007898,21,2014,3,0,1,1,0,0,0,0,0,0,0,1,1,0
11167,3.830618993526718,19,2013,5,0,0,0,0,0,0,0,0,0,0,0,1,0
8840,4.583625423451314,10,2009,6,0,0,0,0,0,0,0,0,0,0,0,1,0
14509,6.377703471113079,19,2012,6,0,0,0,0,1,0,0,0,0,0,1,1,0
13912,5.266092884223274,22,2010,2,0,1,0,0,1,0,0,0,0,0,1,1,0
11300,9.777167754069247,2,2014,6,0,1,0,0,0,0,0,0,0,0,0,1,0
3385,9.759502383380006,13,2014,4,0,0,1,0,1,0,0,0,0,0,1,1,0
13706,8.750267137379739,15,2012,0,0,0,0,0,1,0,0,0,0,0,1,1,0
13673,5.538726643724162,4,2011,4,0,1,0,0,1,0,0,0,0,0,1,1,0
1282,12.544446720127853,7,2011,2,0,0,1,0,0,0,0,0,0,0,1,1,0
4900,1.5425669527639232,14,2012,2,0,0,1,0,0,0,0,0,0,0,1,1,0
1568,5.423395374977441,13,2011,0,0,0,0,0,1,0,0,0,0,0,1,1,0
9127,5.976138990993378,16,2014,0,1,0,0,0,1,0,0,0,0,0,1,1,0
3499,7.911318874194696,1,2009,4,0,1,0,0,0,0,0,0,0,0,0,1,0
5594,7.146859054722349,1,2014,5,0,1,0,0,1,0,0,0,0,0,1,1,0
2363,11.090848711632674,5,2011,2,0,1,1,0,0,0,0,0,0,0,1,1,0
7531,14.117147807691332,7,2014,1,0,0,1,0,0,0,0,0,0,0,1,1,0
5015,13.375003908737787,22,2013,6,0,1,1,0,0,0,0,0,0,0,1,1,0
1764,11.95749541444349,7,2013,5,0,0,1,0,0,0,0,0,0,0,1,1,0
8876,8.227633075295001,8,2009,1,0,0,0,0,1,0,0,0,0,0,1,1,0
13990,3.8738355831369984,9,2014,2,0,0,0,0,1,0,0,0,0,0,1,1,0
12930,3.819189278430085,9,2010,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3985,5.510192277639333,12,2011,6,0,0,0,0,1,0,0,0,0,0,1,1,0
3379,7.01325176687996,6,2013,3,0,1,0,0,1,0,0,0,0,0,1,1,0
7007,4.211946509431903,23,2009,4,0,1,0,0,0,0,0,0,0,0,0,1,0
1220,13.826178443138573,5,2012,0,0,1,1,0,0,0,0,0,0,0,1,1,0
2567,7.607783445349542,16,2009,2,1,0,0,0,1,0,0,0,0,0,1,1,0
12979,9.933872181681597,17,2012,1,1,0,0,0,0,0,0,0,0,0,0,1,0
14663,4.783026706826747,6,2013,0,0,1,0,0,1,0,0,0,0,0,1,1,0
5670,6.458982045429397,13,2012,4,0,0,0,0,1,0,0,0,0,0,1,1,0
10459,4.677304961090167,23,2014,3,0,1,0,0,1,0,0,0,0,0,1,1,0
7676,6.434686870197565,11,2010,2,0,0,0,0,1,0,0,0,0,0,1,1,0
1912,3.171399002612351,2,2011,6,0,1,0,0,0,0,0,0,0,0,0,1,0
1623,10.667046536425456,21,2009,6,0,1,0,0,0,0,0,0,0,0,0,1,0
14335,13.34859416036673,21,2014,1,0,1,1,0,0,0,0,0,0,0,1,1,0
12341,12.001167824813791,16,2009,2,1,0,1,0,0,0,0,0,0,0,1,1,0
8005,1.424728650495406,22,2014,3,0,1,0,0,0,0,0,0,0,0,0,1,0
9890,5.468647617721835,16,2014,5,0,0,0,0,1,0,0,0,0,0,1,1,0
9769,8.695036510604533,20,2014,3,1,1,0,0,1,0,0,0,0,0,1,1,0
344,6.444711737036053,14,2010,2,0,0,0,0,1,0,0,0,0,0,1,1,0
220,5.871699782907611,7,2012,4,0,0,0,0,1,0,0,0,0,0,1,1,0
12259,5.784095340414888,8,2014,5,0,0,0,0,1,0,0,0,0,0,1,1,0
1091,8.162809826400506,20,2010,0,1,1,1,0,0,0,0,0,0,0,1,1,0
8502,13.326770914981804,16,2011,5,0,0,1,0,0,0,0,0,0,0,1,1,0
12075,6.504571603453211,15,2011,5,0,0,0,0,1,0,0,0,0,0,1,1,0
8735,7.502085635108118,19,2014,1,1,0,0,0,1,0,0,0,0,0,1,1,0
7703,12.432604035260871,16,2015,4,1,0,1,0,0,0,0,0,0,0,1,1,0
3748,5.620586231330539,20,2010,2,1,1,0,0,0,0,0,0,0,0,0,1,0
14881,6.227188008462852,17,2012,5,0,0,0,0,1,0,0,0,0,0,1,1,0
6095,6.431625213128156,22,2015,6,0,1,0,0,0,0,0,0,0,0,0,1,0
13070,13.415974946066662,11,2014,3,0,0,1,0,0,0,0,0,0,0,1,1,0
5829,5.683764774926626,15,2011,4,0,0,0,0,1,0,0,0,0,0,1,1,0
4747,4.310035587218629,20,2010,6,0,1,0,0,0,0,0,0,0,0,0,1,0
7083,4.294523978607711,23,2013,3,0,1,0,0,0,0,0,0,0,0,0,1,0
12901,4.639989650825521,0,2013,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7734,13.378955745690291,20,2010,0,1,1,1,0,0,0,0,0,0,0,1,1,0
5868,7.284721619303769,23,2010,2,0,1,0,0,1,0,0,0,0,0,1,1,0
12454,13.028789479294971,13,2014,3,0,0,1,0,0,0,0,0,0,0,1,1,0
6668,10.57131237378574,5,2014,1,0,1,0,1,0,0,0,0,0,0,1,0,0
2923,5.654975521052611,11,2009,4,0,0,0,0,1,0,0,0,0,0,1,1,0
4499,6.322618889644042,11,2013,1,0,0,0,0,0,0,0,0,0,0,0,1,0
13010,12.751467470978207,10,2011,1,0,0,1,0,0,0,0,0,0,0,1,1,0
1930,5.7713576517660305,15,2010,2,0,0,0,0,1,0,0,0,0,0,1,1,0
5372,0.06256439285193546,4,2010,5,0,1,0,0,0,0,0,0,0,0,0,1,0
13515,0.08369961230556514,14,2010,2,0,0,0,0,0,0,0,0,0,0,0,1,0
12041,12.671167978469487,16,2009,0,1,0,1,0,0,0,0,0,0,0,1,1,0
2283,10.495778665425453,23,2013,1,0,1,1,0,0,0,0,0,0,0,1,1,0
9731,5.7570627160367795,8,2009,4,0,0,0,0,1,0,0,0,0,0,1,1,0
8160,9.928381327514874,21,2012,3,0,1,1,0,0,0,0,0,0,0,1,1,0
4139,4.231415983065632,7,2011,6,0,0,0,0,0,0,0,0,0,0,0,1,0
6930,5.8584621628164175,12,2013,5,0,0,0,0,0,0,0,0,0,0,0,1,0
8793,12.649934092475712,13,2009,2,0,0,1,0,0,0,0,0,0,0,1,1,0
12103,5.618517629680851,12,2014,2,0,0,0,0,1,0,0,0,0,0,1,1,0
10268,5.140648451818504,0,2014,6,0,1,0,0,1,0,0,0,0,0,1,1,0
3901,1.2967456980084562,9,2010,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3058,8.704333788235425,18,2012,3,1,0,1,0,0,0,0,0,0,0,1,1,0
9691,7.1262634470779265,13,2009,4,0,0,0,0,1,0,0,0,0,0,1,1,0
315,5.74137693895503,12,2015,3,0,0,0,0,1,0,0,0,0,0,1,1,0
10729,6.434684045349554,10,2015,1,0,0,0,0,1,0,0,0,0,0,1,1,0
1607,11.894632617232299,14,2011,2,0,0,1,0,0,0,0,0,0,0,1,1,0
10898,10.215092040814298,16,2010,4,1,0,1,0,0,0,0,0,0,0,1,1,0
4654,8.319929614243165,3,2011,6,0,1,0,0,0,0,0,0,0,0,0,1,0
1299,6.573869166415328,21,2014,2,0,1,0,0,1,0,0,0,0,0,1,1,0
11636,7.908595472556301,23,2013,2,0,1,0,0,0,0,0,0,0,0,0,1,0
3613,2.475296995279556,18,2011,1,1,0,0,0,0,0,0,0,0,0,0,1,0
11184,1.2199254206741872,2,2014,0,0,1,0,0,1,0,0,0,0,0,1,1,0
11074,4.762048110083434,10,2013,4,0,0,0,0,1,0,0,0,0,0,1,1,0
9018,5.325855069126484,5,2013,6,0,1,0,0,1,0,0,0,0,0,1,1,0
2366,7.8468255965359415,1,2013,4,0,1,0,0,0,0,0,0,0,0,0,1,0
1404,9.07551198507401,21,2013,3,0,1,0,0,0,0,0,0,0,0,0,1,0
7368,9.543746736408448,16,2014,0,1,0,1,0,0,0,0,0,0,0,1,1,0
7171,13.149105763375335,0,2015,3,0,1,1,0,0,0,0,0,0,0,1,1,0
2443,6.904135516524105,12,2013,5,0,0,0,0,1,0,0,0,0,0,1,1,0
6104,4.43565868472599,17,2009,3,1,0,0,0,1,0,0,0,0,0,1,1,0
11824,12.696090271104058,21,2013,0,0,1,1,0,0,0,0,0,0,0,1,1,0
11450,6.623375800108501,19,2011,3,1,0,0,0,1,0,0,0,0,0,1,1,0
1011,13.472994351498507,16,2009,4,1,0,1,0,0,0,0,0,0,0,1,1,0
12248,4.6341053494930255,0,2015,2,0,1,0,0,1,0,0,0,0,0,1,1,0
12339,8.605885858778928,5,2014,0,0,1,0,0,1,0,0,0,0,0,1,1,0
4506,10.482619723308687,22,2014,5,0,1,1,0,0,0,0,0,0,0,1,1,0
11728,7.3036358040126625,18,2011,4,1,0,0,0,1,0,0,0,0,0,1,1,0
14986,6.4891811521635585,22,2012,5,0,1,0,0,0,0,0,0,0,0,0,1,0
399,6.846073386407131,5,2009,2,0,1,0,0,1,0,0,0,0,0,1,1,0
14775,5.914041504208549,20,2013,0,1,1,0,0,1,0,0,0,0,0,1,1,0
538,14.332937468845511,11,2011,0,0,0,1,0,0,0,0,0,0,0,1,1,0
6451,2.5657637915492715,2,2013,6,0,1,0,0,0,0,0,0,0,0,0,1,0
2016,5.724634860873893,16,2009,2,1,0,0,0,1,0,0,0,0,0,1,1,0
8271,13.049920406823995,13,2012,6,0,0,1,0,0,0,0,0,0,0,1,1,0
8058,4.155233851043172,15,2011,1,0,0,0,0,1,0,0,0,0,0,1,1,0
13564,3.3051605147136787,15,2012,5,0,0,0,0,0,0,0,0,0,0,0,1,0
5115,6.069461334434839,23,2014,0,0,1,0,0,1,0,0,0,0,0,1,1,0
717,9.30193604638386,23,2013,3,0,1,0,0,0,0,0,0,0,0,0,1,0
9844,7.61058649388799,21,2010,5,0,1,0,0,0,0,0,0,0,0,0,1,0
4649,6.066338618225926,14,2009,4,0,0,1,0,0,0,0,0,0,0,1,1,0
10069,8.659856641462161,18,2014,1,1,0,0,0,1,0,0,0,0,0,1,1,0
5181,5.57685332011845,14,2015,6,0,0,0,0,1,0,0,0,0,0,1,1,0
5486,9.987124617586936,5,2013,4,0,1,0,0,0,0,0,0,0,0,0,1,0
5843,7.731203021954681,23,2013,6,0,1,1,0,0,0,0,0,0,0,1,1,0
3896,11.86631949920275,8,2012,4,0,0,1,0,0,0,0,0,0,0,1,1,0
7599,10.029668091786908,21,2009,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3183,12.459976710615065,15,2014,1,0,0,1,0,0,0,0,0,0,0,1,1,0
4591,6.7477101018144685,18,2010,5,0,0,0,0,0,0,0,0,0,0,0,1,0
147,12.701452624801085,22,2014,1,0,1,0,0,0,0,0,0,0,0,0,1,0
11835,9.021753123768601,20,2009,1,1,1,0,0,0,0,0,0,0,0,0,1,0
429,5.775891488330886,10,2009,5,0,0,0,0,1,0,0,0,0,0,1,1,0
13431,5.050484043453466,16,2015,5,0,0,0,0,0,0,0,0,0,0,0,1,0
11311,7.061366363544608,7,2012,4,0,0,0,0,1,0,0,0,0,0,1,1,0
8934,12.67548913897077,17,2015,1,1,0,1,0,0,0,0,0,0,0,1,1,0
4434,5.609951245636251,9,2015,0,0,0,0,0,1,0,0,0,0,0,1,1,0
6061,2.2696888494231877,10,2013,1,0,0,1,0,0,0,0,0,0,0,1,1,0
132,12.336516767585104,21,2009,1,0,1,1,0,0,0,0,0,0,0,1,1,0
6602,14.001686164970748,23,2012,5,0,1,1,0,0,0,0,0,0,0,1,1,0
2620,5.962291575764463,13,2012,1,0,0,0,0,1,0,0,0,0,0,1,1,0
4075,5.319131513364551,13,2012,4,0,0,0,0,1,0,0,0,0,0,1,1,0
5108,4.310532542203266,4,2009,6,0,1,0,0,0,0,0,0,0,0,0,1,0
9210,5.901405477161821,20,2009,4,1,1,0,0,1,0,0,0,0,0,1,1,0
13420,7.79688739562682,19,2011,6,0,0,0,0,1,0,0,0,0,0,1,1,0
11145,10.46735261778609,17,2015,4,1,0,0,0,1,0,0,0,0,0,1,1,0
12489,12.21671112501783,7,2011,4,0,0,1,0,0,0,0,0,0,0,1,1,0
6508,9.803438653194847,11,2010,2,0,0,1,0,1,0,0,0,0,0,1,1,0
1663,12.626440821997566,22,2014,5,0,1,1,0,0,0,0,0,0,0,1,1,0
8654,12.54372807447351,14,2009,3,0,0,1,0,0,0,0,0,0,0,1,1,0
4823,2.9902065562007416,9,2014,3,0,0,0,0,0,0,0,0,0,0,0,1,0
511,11.779250901404499,4,2010,5,0,1,0,0,0,0,0,0,0,0,0,1,0
9321,7.394994510557733,19,2013,1,1,0,0,0,0,0,0,0,0,0,0,1,0
8878,3.8589442549091175,11,2013,5,0,0,0,0,0,0,0,0,0,0,0,1,0
2145,5.110624695667889,16,2009,4,1,0,0,0,1,0,0,0,0,0,1,1,0
928,12.625608925496794,23,2011,3,0,1,1,0,0,0,0,0,0,0,1,1,0
1683,3.7629542767962443,22,2014,4,0,1,0,0,0,0,0,0,0,0,0,1,0
7006,2.154155671785502,14,2011,1,0,0,0,0,1,0,0,0,0,0,1,1,0
118,5.157858285618472,15,2012,4,0,0,0,0,1,0,0,0,0,0,1,1,0
13229,5.889151771194912,12,2010,4,0,0,0,0,1,0,0,0,0,0,1,1,0
11844,12.241790639290343,12,2012,0,0,0,1,0,0,0,0,0,0,0,1,1,0
12063,13.447390845796873,14,2013,0,0,0,1,0,0,0,0,0,0,0,1,1,0
13066,4.852165938634933,7,2012,6,0,0,0,0,1,0,0,0,0,0,1,1,0
3949,6.905566323846644,18,2013,3,1,0,0,0,1,0,0,0,0,0,1,1,0
5571,2.0151470865313357,15,2009,3,0,0,1,0,0,0,0,0,0,0,1,1,0
7757,12.317725906711924,20,2012,1,1,1,1,0,0,0,0,0,0,0,1,1,0
14564,5.0449219207532146,15,2009,4,0,0,0,0,1,0,0,0,0,0,1,1,0
9322,12.652350857065198,19,2014,3,1,0,1,0,0,0,0,0,0,0,1,1,0
9605,5.425248995971496,21,2009,3,0,1,0,0,0,0,0,0,0,0,0,1,0
6486,0.7218558747195578,9,2012,6,0,0,0,0,1,0,0,0,0,0,1,1,0
4620,11.540456169752382,20,2012,1,1,1,0,1,0,0,0,0,0,0,1,0,0
5172,13.136972690644779,12,2011,0,0,0,1,0,0,0,0,0,0,0,1,1,0
11019,12.007892787375118,11,2014,2,0,0,1,0,0,0,0,0,0,0,1,1,0
4588,5.251453259576974,8,2013,0,0,0,0,0,1,0,0,0,0,0,1,1,0
13741,12.97466607243947,7,2011,0,0,0,1,0,0,0,0,0,0,0,1,1,0
14080,5.6453393438558,7,2013,0,0,0,0,0,1,0,0,0,0,0,1,1,0
8865,5.529823615753355,11,2013,3,0,0,0,0,1,0,0,0,0,0,1,1,0
11151,7.057267869117102,10,2014,4,0,0,0,0,1,0,0,0,0,0,1,1,0
8363,11.837101065159839,14,2010,2,0,0,0,1,0,0,0,0,0,0,1,0,0
3594,6.0404881251343845,18,2009,5,0,0,0,0,1,0,0,0,0,0,1,1,0
4433,7.811582303393541,14,2012,0,0,0,0,0,1,0,0,0,0,0,1,1,0
1995,3.6940734814337084,8,2014,1,0,0,0,0,1,0,0,0,0,0,1,1,0
5120,4.711570031071909,12,2010,3,0,0,0,0,1,0,0,0,0,0,1,1,0
6401,4.031039536343862,4,2013,1,0,1,0,0,0,0,0,0,0,0,0,1,0
13979,6.345368530441611,21,2013,2,0,1,0,0,1,0,0,0,0,0,1,1,0
9132,4.055482466117405,12,2009,6,0,0,0,0,0,0,0,0,0,0,0,1,0
4758,13.168310055894679,18,2015,3,1,0,1,0,0,0,0,0,0,0,1,1,0
7576,6.979794853555088,11,2013,3,0,0,0,0,1,0,0,0,0,0,1,1,0
4213,6.554496516882517,19,2013,3,1,0,0,0,1,0,0,0,0,0,1,1,0
7693,8.273098830129472,17,2011,4,1,0,0,0,1,0,0,0,0,0,1,1,0
563,2.561175910481654,20,2014,1,1,1,0,0,1,0,0,0,0,0,1,1,0
8140,8.965658434543425,18,2012,6,0,0,0,0,0,0,0,0,0,0,0,1,0
398,5.421398238231573,14,2015,2,0,0,0,0,1,0,0,0,0,0,1,1,0
6658,9.97483890589428,5,2014,3,0,1,1,0,0,0,0,0,0,0,1,1,0
12395,8.441796733732344,1,2009,1,0,1,0,0,0,0,0,0,0,0,0,1,0
12294,10.287556350959775,12,2009,6,0,0,1,0,1,0,0,0,0,0,1,1,0
1868,12.594415834346657,15,2012,0,0,0,1,0,0,0,0,0,0,0,1,1,0
12655,10.960837812008712,22,2009,6,0,1,1,0,0,0,0,0,0,0,1,1,0
8929,8.289567267046186,23,2010,6,0,1,0,0,0,0,0,0,0,0,0,1,0
11971,6.587648700179425,11,2015,4,0,0,0,0,1,0,0,0,0,0,1,1,0
14932,5.604115291374272,1,2009,3,0,1,0,0,1,0,0,0,0,0,1,1,0
